commande_id,client_id,date,produit_court,categorie,quantite,prix,total,ville,source
CMD2485,C2098,2026-04-17 00:24:06+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2484,C2099,2026-04-17 00:03:20+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Bafoussam,Shopify_2026
CMD2483,C2100,2026-04-16 23:40:15+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2482,C2101,2026-04-16 23:16:12+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2481,C2102,2026-04-16 23:08:11+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Bertoua,Shopify_2026
CMD2480,C2103,2026-04-16 22:51:38+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Foumban,Shopify_2026
CMD2479,C2104,2026-04-16 22:31:33+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Douala,Shopify_2026
CMD2478,C2105,2026-04-16 22:27:01+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2477,C2106,2026-04-16 22:22:24+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2476,C2107,2026-04-16 22:09:45+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2475,C2108,2026-04-16 22:08:12+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Douala,Shopify_2026
CMD2474,C2109,2026-04-16 22:06:18+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2473,C2017,2026-04-16 21:57:26+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2472,C2110,2026-04-16 21:48:33+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2471,C2111,2026-04-16 21:35:09+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2470,C2112,2026-04-16 21:30:21+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2469,C2113,2026-04-16 21:19:18+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2468,C2114,2026-04-16 21:13:31+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Autre,Shopify_2026
CMD2467,C2115,2026-04-16 21:01:25+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2466,C2116,2026-04-16 20:33:25+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2465,C2117,2026-04-16 20:19:54+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2464,C2118,2026-04-16 20:18:57+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2463,C2119,2026-04-16 20:10:35+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2462,C2120,2026-04-16 19:52:12+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2461,C1679,2026-04-16 19:48:12+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2460,C2121,2026-04-16 19:47:17+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2459,C0599,2026-04-16 19:22:18+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Bamenda,Shopify_2026
CMD2458,C2122,2026-04-16 19:15:20+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2457,C2122,2026-04-16 19:10:47+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2456,C2123,2026-04-16 19:09:16+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2455,C1011,2026-04-16 18:59:16+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Garoua,Shopify_2026
CMD2454,C2124,2026-04-16 18:31:23+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2453,C2125,2026-04-16 17:48:21+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2452,C2125,2026-04-16 17:46:43+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2451,C2126,2026-04-16 17:25:03+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2450,C2127,2026-04-16 16:48:51+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2449,C2128,2026-04-16 16:38:24+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2448,C2129,2026-04-16 16:16:56+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2447,C2130,2026-04-16 16:00:44+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2446,C2131,2026-04-16 15:48:40+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2445,C2132,2026-04-16 15:26:21+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2444,C2133,2026-04-16 15:09:12+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2443,C2134,2026-04-16 13:54:39+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2442,C1422,2026-04-16 13:44:37+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2441,C2135,2026-04-16 13:17:51+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Nkongsamba,Shopify_2026
CMD2440,C2088,2026-04-16 13:16:45+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Foumban,Shopify_2026
CMD2439,C2136,2026-04-16 12:45:08+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Bamenda,Shopify_2026
CMD2438,C2137,2026-04-16 11:44:07+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2437,C2138,2026-04-16 11:10:12+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Kribi,Shopify_2026
CMD2436,C1766,2026-04-16 11:06:11+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2435,C2139,2026-04-16 11:00:01+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2434,C2140,2026-04-16 10:54:41+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2433,C2141,2026-04-16 10:50:40+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2432,C2142,2026-04-16 10:46:10+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2431,C2143,2026-04-16 10:24:30+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2430,C2144,2026-04-16 10:17:36+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2429,C2145,2026-04-16 10:13:27+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2428,C2073,2026-04-16 09:47:21+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2427,C2146,2026-04-16 09:38:05+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2426,C2147,2026-04-16 09:20:14+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2425,C2148,2026-04-16 09:12:16+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2424,C2149,2026-04-16 08:51:01+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2423,C2150,2026-04-16 08:34:15+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Autre,Shopify_2026
CMD2422,C2151,2026-04-16 08:07:05+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2421,C2152,2026-04-16 08:04:50+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2420,C2153,2026-04-16 07:05:51+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Yaoundé,Shopify_2026
CMD2419,C2154,2026-04-16 06:51:08+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Kribi,Shopify_2026
CMD2418,C2155,2026-04-16 06:39:12+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Douala,Shopify_2026
CMD2417,C2156,2026-04-16 06:39:09+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Ngaoundéré,Shopify_2026
CMD2416,C2157,2026-04-16 06:30:10+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2415,C2158,2026-04-16 06:18:27+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2414,C2159,2026-04-16 06:16:04+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Autre,Shopify_2026
CMD2413,C2160,2026-04-16 05:50:11+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Kribi,Shopify_2026
CMD2412,C2161,2026-04-16 05:49:21+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2411,C2038,2026-04-16 05:46:59+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2410,C2150,2026-04-15 20:52:00+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2409,C2162,2026-04-15 13:59:12+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2408,C2163,2026-04-15 13:20:52+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2407,C2164,2026-04-15 13:17:47+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2406,C2165,2026-04-15 12:32:56+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Yaoundé,Shopify_2026
CMD2405,C2166,2026-04-15 12:24:17+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2404,C2167,2026-04-15 12:14:40+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2403,C2168,2026-04-15 10:46:48+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2402,C2054,2026-04-15 09:12:40+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2401,C2169,2026-04-15 09:05:48+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2400,C2170,2026-04-15 08:27:19+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2399,C2171,2026-04-15 08:02:45+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2398,C2172,2026-04-15 06:59:55+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2397,C2173,2026-04-15 06:50:04+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Maroua,Shopify_2026
CMD2396,C2174,2026-04-15 06:44:20+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2395,C2175,2026-04-15 06:15:51+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2394,C2176,2026-04-15 06:09:28+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2393,C0661,2026-04-15 05:50:28+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2392,C2177,2026-04-15 05:35:53+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2391,C1709,2026-04-15 05:29:41+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2390,C2178,2026-04-15 04:54:11+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Bafoussam,Shopify_2026
CMD2389,C2179,2026-04-15 04:47:09+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2388,C2180,2026-04-15 04:36:38+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2387,C2181,2026-04-15 04:24:04+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2386,C1305,2026-04-15 04:09:37+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2385,C2182,2026-04-15 04:03:25+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Douala,Shopify_2026
CMD2384,C2183,2026-04-15 03:42:59+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2383,C2184,2026-04-15 03:16:20+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2382,C2185,2026-04-15 02:33:19+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2381,C2186,2026-04-15 02:29:46+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2380,C2187,2026-04-15 02:05:39+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2379,C2188,2026-04-15 02:05:31+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Yaoundé,Shopify_2026
CMD2378,C2189,2026-04-15 01:50:28+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Yaoundé,Shopify_2026
CMD2377,C1993,2026-04-15 01:33:17+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Dschang,Shopify_2026
CMD2376,C2190,2026-04-15 00:55:04+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2375,C0969,2026-04-15 00:14:32+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2374,C2191,2026-04-15 00:03:41+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2373,C2192,2026-04-14 23:15:13+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2372,C2193,2026-04-14 23:10:38+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2371,C2194,2026-04-14 22:58:40+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2370,C2195,2026-04-14 22:10:34+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Douala,Shopify_2026
CMD2369,C2196,2026-04-14 21:42:39+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2368,C2197,2026-04-14 21:26:49+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2367,C2198,2026-04-14 21:09:55+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2366,C2199,2026-04-14 20:31:40+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2365,C2200,2026-04-14 20:18:45+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Bafoussam,Shopify_2026
CMD2364,C2201,2026-04-14 19:55:59+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2363,C2202,2026-04-14 19:51:11+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2362,C2203,2026-04-14 12:44:01+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2361,C2204,2026-04-14 10:45:24+00:00,Boost Énergie,Santé & Bien-être,2.0,10000.0,15000.0,Yaoundé,Shopify_2026
CMD2360,C2205,2026-04-14 09:23:59+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2359,C2206,2026-04-14 08:47:52+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2358,C2207,2026-04-14 08:26:16+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2357,C2208,2026-04-14 08:23:32+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Douala,Shopify_2026
CMD2356,C2209,2026-04-14 07:42:02+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2355,C2210,2026-04-14 07:06:17+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2354,C2211,2026-04-14 05:52:44+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2353,C1347,2026-04-14 05:51:53+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2352,C2212,2026-04-14 05:31:27+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Dschang,Shopify_2026
CMD2351,C2213,2026-04-14 05:11:33+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Dschang,Shopify_2026
CMD2350,C2214,2026-04-14 04:23:24+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2349,C2215,2026-04-14 04:08:40+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2348,C2216,2026-04-14 03:23:45+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Autre,Shopify_2026
CMD2347,C2217,2026-04-14 02:43:49+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Autre,Shopify_2026
CMD2346,C2218,2026-04-14 02:31:42+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2345,C2219,2026-04-14 02:12:02+00:00,Adapteur OTG + 01 Clé USB,High-Tech,1.0,11900.0,11900.0,Douala,Shopify_2026
CMD2344,C1719,2026-04-13 23:31:01+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2343,C2220,2026-04-13 22:50:46+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2342,C2221,2026-04-13 22:44:19+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2341,C2222,2026-04-13 22:29:09+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2340,C2223,2026-04-13 22:19:27+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2339,C2223,2026-04-13 22:18:36+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2338,C2224,2026-04-13 22:05:24+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2337,C2225,2026-04-13 21:48:17+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2336,C2226,2026-04-13 21:46:33+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Douala,Shopify_2026
CMD2335,C2227,2026-04-13 21:37:30+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2334,C1836,2026-04-13 21:22:28+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Limbé,Shopify_2026
CMD2333,C2228,2026-04-13 20:58:27+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2332,C2229,2026-04-13 20:58:04+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2331,C2230,2026-04-13 20:55:26+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2330,C2231,2026-04-13 20:07:49+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2329,C2232,2026-04-13 19:35:34+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2328,C2233,2026-04-13 19:28:07+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2327,C2027,2026-04-13 18:52:28+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2326,C2234,2026-04-13 18:45:46+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2325,C2235,2026-04-13 18:01:26+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2324,C2236,2026-04-13 17:46:56+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2323,C2237,2026-04-13 16:13:49+00:00,Boost Énergie,Santé & Bien-être,2.0,10000.0,15000.0,Bertoua,Shopify_2026
CMD2322,C2238,2026-04-13 15:52:17+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2321,C2239,2026-04-13 14:02:18+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2320,C2240,2026-04-13 13:41:13+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Douala,Shopify_2026
CMD2319,C2241,2026-04-13 13:20:29+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2318,C2242,2026-04-13 13:19:09+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2317,C2172,2026-04-13 13:01:16+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2316,C2243,2026-04-13 12:53:34+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Autre,Shopify_2026
CMD2315,C2244,2026-04-13 11:46:45+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2314,C2245,2026-04-13 11:44:54+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2313,C2246,2026-04-13 11:44:19+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2312,C2247,2026-04-13 11:43:06+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2311,C2248,2026-04-13 11:35:07+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Autre,Shopify_2026
CMD2310,C2249,2026-04-13 11:32:10+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2309,C2204,2026-04-13 11:26:57+00:00,Boost Énergie,Santé & Bien-être,2.0,10000.0,15000.0,Yaoundé,Shopify_2026
CMD2308,C2250,2026-04-13 11:26:32+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2307,C2251,2026-04-13 11:18:09+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2306,C2252,2026-04-13 11:01:46+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2305,C0026,2026-04-13 11:01:32+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Bafoussam,Shopify_2026
CMD2304,C2253,2026-04-13 10:55:36+00:00,Boost Énergie,Santé & Bien-être,1.0,10000.0,10000.0,Bafoussam,Shopify_2026
CMD2303,C2254,2026-04-13 10:32:55+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2302,C2255,2026-04-13 10:26:36+00:00,Clé USB 3.0,High-Tech,2.0,13500.0,22000.0,Douala,Shopify_2026
CMD2301,C2256,2026-04-13 10:07:30+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2300,C2257,2026-04-13 10:01:21+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Bafoussam,Shopify_2026
CMD2299,C2258,2026-04-13 09:59:33+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2298,C2259,2026-04-13 09:57:28+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2297,C2260,2026-04-13 09:54:50+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2296,C2261,2026-04-13 09:48:29+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2295,C2262,2026-04-13 09:39:47+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Autre,Shopify_2026
CMD2294,C2263,2026-04-13 09:36:18+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
CMD2293,C2264,2026-04-13 09:14:10+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Garoua,Shopify_2026
CMD2292,C2265,2026-04-13 09:09:14+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2291,C2266,2026-04-13 09:08:40+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2290,C2267,2026-04-13 08:04:38+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Yaoundé,Shopify_2026
CMD2289,C2268,2026-04-13 07:48:19+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Autre,Shopify_2026
CMD2288,C2269,2026-04-13 07:47:29+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2287,C2270,2026-04-13 07:44:32+00:00,GlowGel,Soin visage,1.0,9900.0,9900.0,Douala,Shopify_2026
CMD2286,C0133,2026-04-13 07:40:22+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Dschang,Shopify_2026
CMD2285,C2271,2026-04-13 07:39:31+00:00,GlowGel,Soin visage,2.0,9900.0,14800.0,Kribi,Shopify_2026
CMD2284,C2228,2026-04-13 07:37:08+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2283,C2272,2026-04-13 07:24:25+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Douala,Shopify_2026
CMD2282,C2273,2026-04-13 07:08:56+00:00,Clé USB 3.0,High-Tech,1.0,13500.0,13500.0,Yaoundé,Shopify_2026
